amount,date,type,data,symbol,numerator,denominator,splitRatio
0.0625,1354113000,DIVIDEND,0.0625,L,,,
0.0625,1346247000,DIVIDEND,0.0625,L,,,
0.0625,1338384600,DIVIDEND,0.0625,L,,,
0.0625,1330439400,DIVIDEND,0.0625,L,,,
0.0625,1322231400,DIVIDEND,0.0625,L,,,
0.0625,1314711000,DIVIDEND,0.0625,L,,,
0.0625,1306503000,DIVIDEND,0.0625,L,,,
0.0625,1298644200,DIVIDEND,0.0625,L,,,
0.0625,1290781800,DIVIDEND,0.0625,L,,,
0.0625,1283175000,DIVIDEND,0.0625,L,,,
0.0625,1274967000,DIVIDEND,0.0625,L,,,
0.0625,1267108200,DIVIDEND,0.0625,L,,,
0.0625,1259159400,DIVIDEND,0.0625,L,,,
0.0625,1251466200,DIVIDEND,0.0625,L,,,
0.0625,1243517400,DIVIDEND,0.0625,L,,,
0.0625,1235658600,DIVIDEND,0.0625,L,,,
0.0625,1227709800,DIVIDEND,0.0625,L,,,
0.0625,1219930200,DIVIDEND,0.0625,L,,,
0.0625,1211376600,DIVIDEND,0.0625,L,,,
0.0625,1204209000,DIVIDEND,0.0625,L,,,
0.0625,1196346600,DIVIDEND,0.0625,L,,,
0.0625,1188480600,DIVIDEND,0.0625,L,,,
0.0625,1180531800,DIVIDEND,0.0625,L,,,
0.0625,1172586600,DIVIDEND,0.0625,L,,,
0.0625,1164810600,DIVIDEND,0.0625,L,,,
0.0625,1156944600,DIVIDEND,0.0625,L,,,
0.0625,1148995800,DIVIDEND,0.0625,L,,,
,1147181400,SPLIT,1/3,L,3.0,1.0,1/3
0.15,1141050600,DIVIDEND,0.15,L,,,
